2.0241,2.3174,1.8822,1.8152,1.9378,2.1878,1.4738,1.9691,2.0279,2.1019
2.1863,2.5788,2.0411,2.1097,2.4504,2.6456,2.3468,2.2946,2.2524,2.4338
2.021,2.461,1.8767,1.8686,2.1714,2.1588,1.7943,1.8845,2.1362,2.1407
2.4943,2.8371,2.4981,2.3654,2.703,2.7973,2.4886,2.4207,2.4702,2.6119
2.0361,2.2328,1.9476,1.8905,2.2169,2.3127,1.978,2.0282,1.9601,2.2666
3.2143,3.5959,3.087,3.3758,3.4306,3.6193,3.2742,3.2395,3.2986,3.4661
2.4742,2.5518,2.1769,2.125,2.5502,2.4466,2.2939,2.2386,2.2914,2.3422
1.9737,2.2024,1.7769,2.0588,2.3122,2.2767,2.1236,2.0102,1.9971,2.2569
2.4805,2.5313,2.0852,2.1917,2.6813,2.7546,2.3036,2.4603,2.3788,2.5972
1.8006,1.8818,1.6137,1.4749,1.6651,1.8398,1.5249,1.7375,1.8701,1.9233
2.116,2.3681,1.8706,2.0686,2.3546,2.5257,2.0675,2.2995,2.1741,2.2893
2.1092,2.1993,2.024,2.0642,2.2869,2.249,1.8462,2.1015,2.0702,2.3202
1.8336,2.0473,1.4594,1.9397,2.2712,2.1779,1.8301,1.7583,1.9201,1.926
1.7414,2.2103,1.6058,1.8029,2.0764,1.957,1.6954,1.8157,1.7674,1.9805
1.716,2.1551,1.5895,1.8499,2.0623,2.03,1.9044,1.7375,1.8029,1.9824
2.1903,2.3078,1.8935,2.0875,2.461,2.4989,2.1359,2.3049,2.1144,2.3757
1.844,2.1174,1.5232,1.8036,2.1552,2.2052,1.8086,2.0112,2.037,2.0328
1.8569,2.2206,1.6502,1.7022,2.0747,2.0691,1.9162,1.8895,1.9092,2.169
1.872,2.1042,1.8852,1.7611,2.0041,2.0581,1.7562,1.8613,1.8752,2.0734
1.8223,2.3393,1.8145,2.0609,2.1929,2.1166,1.9534,1.8939,1.8036,2.1205
2.345,2.646,2.3324,2.3783,2.5167,2.602,2.4214,2.2677,2.2053,2.5934
1.9019,2.234,1.8045,1.9436,2.1843,2.0691,1.9149,1.8104,1.8596,2.2324
2.2338,2.7177,1.998,2.1793,2.4128,2.4321,2.0969,2.2063,2.386,2.4572
1.9302,1.9861,1.4448,1.5643,2.0366,2.1276,1.7427,1.7398,1.7989,1.8988
1.6108,2.046,1.4211,1.4757,1.9322,1.9691,1.6934,1.7018,1.5046,1.886
1.818,2.3265,1.8631,1.8097,2.1891,2.2963,1.9165,1.8653,1.944,2.2882
2.2338,2.6434,1.9738,2.1463,2.4884,2.5543,2.3018,2.3044,2.3537,2.4174
1.7423,2.2315,1.6988,1.834,1.9041,2.2245,1.8289,1.8059,1.8389,2.029
1.437,2.0082,1.4498,1.6098,1.8272,1.9461,1.6751,1.464,1.6525,1.608
3.5154,3.8596,3.6824,3.5197,3.805,3.7423,3.4828,3.4468,3.5595,3.7949
1.9618,2.4094,1.8081,1.8126,2.1533,2.2815,2.0707,1.9016,1.964,2.2072
1.7243,1.4075,1.301,1.3134,1.9608,1.7114,1.3465,1.6629,1.8573,1.3902
2.1152,2.4883,2.0725,1.9547,2.2273,2.2402,2.0386,2.0949,2.0468,2.3107
1.5801,2.1054,1.301,1.4396,1.774,1.8664,1.4703,1.4325,1.6108,1.7318
2.0042,2.2107,1.818,2.0563,2.1615,2.3079,2.0949,2.1036,1.8501,2.3268
1.5551,1.9705,1.546,1.7819,1.9713,2.0474,1.643,1.6271,1.8229,1.883
2.2365,2.6674,2.0783,2.0173,2.6725,2.589,2.0979,2.4359,2.4147,2.4466
